Elevation,Aspect,Slope,H_Hydrology,V_Hydrology,H_Ignition,Cover
2712,88,13,256,-15,3861,2
2704,87,16,285,-23,3842,2
2695,79,15,313,-32,3823,2
2688,53,12,342,-39,3805,2
2684,32,15,371,-43,3786,2
2680,25,20,400,-47,3768,2
2674,28,24,430,-53,3750,2
2667,31,24,446,-14,3732,2
2661,32,22,446,94,3714,2
2655,42,20,426,88,3697,2
2647,52,19,408,92,3679,2
2639,58,18,391,93,3662,2
2631,60,16,376,85,3645,2
2625,64,12,361,84,3628,2
2620,78,11,339,79,3611,2
2613,88,12,319,75,3594,2
2606,86,11,297,68,3578,2
2601,76,10,277,69,3562,2
2596,68,11,255,64,3546,2
2592,64,10,234,60,3530,2
2586,66,10,216,54,3514,2
2582,67,10,201,56,3499,2
2576,72,12,190,50,3483,2
2568,71,13,175,42,3468,2
2563,65,11,162,37,3453,2
2558,67,11,153,32,3438,2
2552,72,10,150,26,3424,2
2549,78,8,150,23,3409,2
2545,90,3,153,19,3395,2
2546,107,6,162,20,3381,2
2540,102,13,175,14,3368,2
2533,100,13,180,7,3354,2
2526,91,12,180,5,3341,2
2519,83,10,180,-1,3328,2
2515,82,9,175,23,3315,2
2510,88,8,162,18,3302,2
2506,99,9,153,16,3290,2
2499,102,10,150,9,3278,2
3247,60,8,481,79,2024,3
3244,80,12,511,76,2021,3
3237,87,13,541,69,2018,3
3231,99,11,571,63,2016,3
3224,117,11,601,56,2014,3
3221,151,8,631,53,2012,3
3221,175,9,661,53,2011,3
3218,163,10,691,50,2010,3
3218,189,10,721,50,2010,3
3221,161,10,722,49,2010,3
3214,124,15,721,42,2011,3
3205,119,12,720,33,2012,3
3201,112,11,721,29,2014,3
3195,90,6,722,23,2016,3
3195,53,9,726,23,2018,3
3188,51,13,730,16,2021,3
3185,29,12,735,13,2024,3
3182,36,15,742,10,2028,3
3175,40,15,750,3,2032,3
3165,60,9,769,-6,2042,3
3162,333,7,780,-9,2047,3
3168,320,12,792,-3,2053,3
3172,332,10,785,128,2060,3
3175,330,8,764,134,2067,3
3175,355,9,743,134,2074,3
3175,338,14,722,134,2081,3
3182,341,17,703,155,2089,3
3182,0,15,684,155,2098,3
3182,357,13,666,161,2106,3
3182,333,14,649,161,2116,3
3188,339,14,633,167,2125,3
3188,20,16,618,170,2135,3
3182,9,15,600,164,2145,3
3185,351,13,582,167,2156,3
3185,3,13,566,167,2167,3
3185,12,14,551,167,2178,3
3182,33,16,537,164,2190,3
3175,45,18,524,157,2202,3
3168,37,16,510,150,2215,3
3164,24,16,497,146,2227,3
3161,25,16,484,143,2241,3
3157,28,17,470,139,2254,3
3153,23,15,457,135,2268,3
3151,25,14,446,133,2282,3
3147,27,14,437,149,2296,3
3144,27,13,430,146,2311,3
3140,27,13,424,142,2326,3
3138,30,14,421,140,2341,3
3133,38,17,418,135,2356,3
3126,38,19,408,128,2372,3
3120,31,19,400,152,2388,3
3115,32,21,395,147,2405,3
3108,37,23,391,143,2421,3
3100,39,24,390,135,2438,3
3092,42,24,379,127,2455,3
3082,47,25,366,117,2473,3
3071,47,24,342,106,2490,3
3062,43,24,319,97,2502,3
3053,41,24,297,85,2505,3
3045,44,24,277,77,2508,3
3035,46,25,255,73,2512,3
3025,43,23,234,63,2516,3
3017,43,20,216,55,2520,3
3009,48,19,201,50,2525,3
3001,52,20,190,42,2530,3
2991,52,19,175,32,2536,3
2985,54,19,162,26,2542,3
2975,49,15,150,26,2548,3
2972,51,12,127,27,2554,3
2965,72,10,108,20,2561,3
2962,99,11,95,17,2568,3
2952,103,16,67,7,2576,3
2945,110,12,42,0,2584,3
2942,127,7,30,-2,2592,3
2939,180,4,0,0,2601,3
2942,239,10,30,0,2609,3
2949,215,8,42,10,2618,3
2955,193,10,30,3,2691,3
2952,180,11,0,0,2702,3
2955,203,14,0,0,2714,3
2959,208,18,30,-2,2726,3
2965,215,19,42,-2,2739,3
2972,214,18,67,0,2751,3
2975,195,14,95,0,2764,3
2975,191,12,124,-2,2777,3
2975,210,13,153,-9,2791,3
2982,203,12,182,-5,2804,3
2982,195,11,212,-12,2818,3
2985,216,14,242,-9,2832,3
2991,207,14,268,-9,2847,3
2991,180,12,295,-19,2862,3
2991,195,13,323,-16,2876,3
2995,191,13,350,-18,2892,3
2995,192,14,376,-25,2907,3
2998,189,13,390,76,2922,3
2995,197,13,395,73,2938,3
3001,201,15,400,82,2954,3
3001,161,14,408,82,2971,3
2998,161,12,418,76,2987,3
2998,199,12,430,76,3004,3
3001,205,13,437,82,3021,3
3004,219,13,446,85,3038,2
3011,225,12,457,92,3055,2
3014,215,9,470,92,3072,2
3018,208,10,484,92,3090,2
3018,192,10,499,92,3108,2
3018,204,9,516,92,3126,2
3021,220,11,534,95,3144,2
3024,175,10,553,102,3163,2
3021,151,12,573,105,3181,2
3018,153,11,594,99,3200,2
3014,198,8,612,95,3219,2
3021,197,6,618,95,3238,2
3018,159,6,626,92,3257,2
3018,184,3,636,99,3277,2
3018,93,14,646,99,3296,2
2428,128,6,300,38,1019,4
2423,120,10,330,33,1040,4
2418,120,12,360,28,1061,4
2412,124,13,390,22,1082,4
2405,124,14,420,15,1104,4
2398,129,15,424,154,1126,4
2393,129,16,404,149,1149,4
2384,114,14,384,140,1172,4
2377,80,4,366,120,1195,4
2382,330,9,350,125,1167,4
2385,345,13,335,128,1138,4
2387,356,13,323,130,1110,4
2386,3,13,309,129,1082,4
2385,9,13,295,128,1053,4
2384,12,10,283,127,1025,4
2384,42,6,268,127,997,4
2381,90,9,256,124,969,4
2376,106,9,247,119,942,4
2372,139,4,242,88,914,4
2373,217,5,228,97,886,4
2376,216,4,201,96,859,4
2377,118,6,175,97,832,4
2372,99,14,150,92,805,4
2363,102,20,127,83,778,4
2350,110,22,108,70,752,4
2341,109,21,95,61,726,4
2331,90,22,85,58,700,4
2317,68,27,67,44,674,4
2299,52,29,42,27,649,4
2286,42,26,30,14,624,4
2270,228,21,0,0,531,5
2282,236,31,30,12,509,5
2301,240,34,60,31,488,5
2320,240,34,90,50,469,5
2338,232,29,120,68,450,5
2348,216,27,150,78,433,5
2356,219,21,210,86,402,5
2367,244,22,240,97,390,5
2379,253,21,270,109,379,5
2406,240,21,330,136,365,5
2418,240,18,390,148,360,5
2428,260,20,420,158,361,5
2441,271,19,450,171,365,5
2451,273,17,480,181,371,5
2460,269,14,480,207,379,5
2466,267,12,450,213,390,5
2471,269,11,420,218,402,5
2261,309,26,30,12,752,4
2320,85,5,150,45,1566,4
2317,86,10,127,42,1577,4
2310,95,17,108,37,1588,6
2266,56,19,0,0,1637,6
2259,8,15,30,-1,1650,4
2264,326,20,0,0,1664,4
2270,314,19,0,0,1678,4
2276,293,11,0,0,1693,4
2278,237,11,30,2,1708,4
2285,243,20,42,5,1724,4
2299,253,24,67,19,1739,4
2311,263,24,95,31,1756,4
2324,274,27,124,44,1772,4
2343,280,31,153,63,1789,4
2362,283,31,182,82,1806,4
2381,283,31,212,101,1824,4
2398,281,31,242,118,1842,4
2416,280,32,272,136,1852,4
2451,289,28,270,16,1828,4
2465,295,26,240,30,1816,4
2476,307,18,210,41,1805,4
2481,334,7,180,46,1794,4
2480,90,9,150,45,1784,4
2471,98,18,120,36,1774,4
2462,92,17,90,27,1765,4
2453,80,15,60,18,1756,4
2445,78,16,30,10,1747,4
2435,75,13,0,0,1739,4
2432,29,6,0,0,1732,4
2433,11,8,30,4,1725,4
2431,27,7,42,3,1718,4
2431,342,5,67,6,1712,4
2432,297,12,85,13,1707,4
2440,288,19,108,27,1702,4
2451,288,18,127,40,1697,4
2473,284,19,175,62,1679,4
2479,294,11,201,71,1657,4
2482,303,8,228,74,1635,4
2485,335,7,256,79,1613,4
2487,7,10,285,85,1591,4
2486,18,12,313,86,1570,4
2482,350,9,306,50,1549,4
2486,301,11,295,3,1528,4
2491,287,9,268,8,1507,4
2495,309,3,242,12,1487,4
2494,345,5,216,21,1468,4
2497,11,7,190,24,1448,4
2491,67,10,134,33,1410,4
2485,94,13,108,27,1392,4
2476,109,15,85,18,1374,4
2469,117,17,67,19,1357,4
2460,116,18,42,10,1340,4
2450,107,17,30,9,1323,4
2436,15,10,0,0,1291,5
2439,352,16,30,4,1276,5
2440,345,18,60,3,1262,5
2445,338,19,85,16,1248,5
2448,353,20,67,20,1234,5
2447,4,21,42,10,1222,5
2446,350,19,30,9,1209,5
2451,336,17,0,0,1198,5
2454,324,15,30,3,1187,5
2459,301,14,60,8,1177,5
2466,278,12,90,15,1167,5
2472,266,6,120,21,1158,4
2473,67,2,150,22,1150,4
2472,11,4,180,21,1142,4
2472,345,7,210,21,1134,4
2473,29,11,240,22,1110,4
2466,50,12,270,15,1087,4
2462,70,9,300,11,1064,4
2458,101,11,309,117,1041,4
2451,106,15,283,110,1019,4
2442,100,22,258,108,997,4
2395,92,27,192,61,934,4
2379,88,28,175,45,914,4
2361,89,29,162,45,895,4
2343,92,27,150,27,876,4
2331,94,23,134,15,858,4
2320,99,21,124,12,841,4
2309,100,19,95,19,824,4
2300,93,14,67,10,808,4
2284,351,5,0,0,765,6
2291,296,16,30,8,752,5
2302,290,22,60,25,741,5
2315,293,25,90,43,731,5
2327,302,26,120,55,721,5
2338,321,19,150,72,713,5
2340,4,15,170,75,706,5
2337,37,17,192,75,700,5
2329,53,19,216,67,696,5
2321,65,18,240,62,693,5
2311,87,18,210,64,691,5
2300,108,20,180,53,690,5
2291,122,21,150,44,691,5
2282,124,23,120,35,693,5
2271,117,23,90,24,696,5
2259,105,20,60,12,700,5
2248,97,10,30,1,706,5
2252,323,14,30,8,731,5
2259,314,18,60,12,741,5
2266,314,21,85,28,752,5
2275,317,24,108,42,765,5
2283,329,23,134,53,778,5
2287,337,22,162,56,793,5
2292,334,22,190,64,808,5
2298,328,22,218,70,824,5
2305,325,23,247,84,841,5
2313,316,28,277,94,858,5
2328,313,32,306,116,876,5
2341,323,30,335,129,895,5
2348,336,28,350,137,914,5
2354,345,29,366,146,934,5
2356,347,30,384,156,955,5
2360,344,29,404,163,976,5
2365,337,28,424,166,997,5
2372,327,28,424,46,1019,5
2382,320,26,395,56,1041,5
2391,321,22,365,65,1064,5
2401,336,11,306,75,1110,5
2403,358,6,277,77,1134,5
2400,66,5,247,74,1158,5
2398,111,7,218,72,1182,5
2392,122,9,190,66,1207,5
2389,110,13,162,63,1231,5
2382,99,20,134,56,1256,5
2358,104,22,85,32,1307,5
2347,108,21,67,26,1333,5
2336,102,22,42,15,1358,5
2323,84,15,30,10,1384,5
2327,305,19,30,14,1437,5
2336,300,22,60,21,1463,5
2348,299,25,90,37,1489,5
2360,305,24,120,54,1500,5
2370,308,26,150,64,1471,5
2383,307,27,180,77,1442,5
2419,297,27,270,113,1354,5
2433,306,23,300,127,1324,5
2449,317,16,360,143,1266,5
2452,349,10,390,146,1237,5
2451,345,8,420,145,1208,4
2460,309,9,480,154,1150,5
2462,338,7,510,156,1121,5
2463,354,7,540,157,1092,5
2463,34,5,541,193,1063,5
2459,86,10,525,189,1034,4
2452,111,7,510,182,1006,4
2453,215,6,497,183,977,4
2457,180,6,485,187,949,4
2454,179,10,466,184,892,4
2453,175,13,459,183,864,4
2452,168,15,454,182,836,4
2449,173,14,451,179,808,4
2446,146,16,391,103,752,4
2440,139,17,361,97,725,4
2434,144,17,331,91,698,4
2423,152,20,272,80,644,4
2419,160,21,242,76,618,4
2416,162,22,212,73,592,4
2409,155,19,153,66,541,4
2403,135,18,124,60,516,4
2395,105,22,95,52,492,4
3322,24,13,120,18,3987,7
3321,4,14,90,15,3995,7
3323,354,15,30,7,4010,7
3323,354,15,0,0,4018,7
3325,343,15,30,9,4026,7
3328,324,19,42,-4,4034,7
3337,317,24,67,4,4043,7
3346,332,21,85,2,4052,7
3348,349,18,108,4,4061,7
3350,344,19,134,6,4070,7
3353,3,20,162,9,4079,7
3348,35,25,190,-19,4089,7
3336,48,30,182,83,4099,7
3321,53,30,153,68,4109,7
3295,65,28,95,42,4129,7
3279,74,30,67,26,4140,7
3262,79,26,42,9,4151,7
3250,72,16,30,7,4160,7
3243,12,14,30,0,4132,7
3242,348,17,42,4,4119,7
3247,328,19,67,14,4106,7
3254,331,15,85,25,4093,7
3256,352,14,108,23,4080,3
3256,357,15,124,21,4067,3
3257,351,16,134,21,4054,3
3259,344,16,150,26,4042,3
3262,336,18,153,32,4030,3
3267,338,20,162,38,4018,3
3270,342,21,175,43,4006,3
3274,336,23,182,48,3995,3
3280,338,26,190,54,3983,3
3284,341,27,201,61,3972,3
3290,341,29,216,68,3961,3
3295,346,30,228,72,3950,3
3298,339,33,242,75,3940,3
3308,333,36,256,86,3929,3
3318,335,36,268,95,3919,3
3118,141,14,360,105,3690,3
3114,134,13,330,139,3691,3
3108,122,15,300,133,3692,3
3101,113,16,270,126,3693,3
3092,98,24,240,117,3694,3
3074,89,30,210,99,3696,3
3058,84,29,180,83,3698,3
3041,85,33,150,66,3700,3
3019,87,34,120,44,3702,3
3000,86,25,90,25,3705,3
2991,79,16,60,16,3692,3
2983,80,14,30,8,3665,3
2976,76,8,0,0,3637,3
2975,321,3,0,0,3610,3
2978,309,6,30,3,3583,3
2980,324,6,60,5,3556,3
2982,333,6,90,7,3529,3
2983,351,6,120,8,3502,3
2983,351,6,150,8,3475,3
2984,331,6,180,9,3448,3
2986,298,9,210,3,3421,3
2993,283,15,240,10,3394,3
3002,282,16,268,19,3368,3
3010,283,18,295,27,3341,3
3021,284,22,323,38,3314,3
3034,286,26,351,39,3288,3
3049,293,23,379,54,3261,3
3058,306,18,408,63,3235,3
3064,310,17,437,69,3208,3
3072,311,18,466,77,3182,3
3079,310,19,495,38,3156,3
3088,305,19,513,-15,3130,3
3096,299,20,485,-7,3103,3
3107,292,26,457,3,3077,3
3123,294,31,430,19,3051,3
3140,302,32,402,36,3025,3
3154,315,30,376,50,3000,3
3164,321,29,350,60,2974,3
3175,321,28,323,69,2948,3
3184,328,25,295,75,2922,3
3190,334,25,268,77,2897,3
3196,334,26,242,79,2872,3
3203,326,27,216,86,2846,3
3214,317,28,192,83,2821,3
3226,329,22,170,83,2796,3
3227,7,20,150,84,2771,3
3223,23,26,124,68,2746,3
3215,27,31,95,60,2721,3
3206,24,32,67,43,2696,3
3199,20,32,42,21,2672,3
3193,18,30,30,15,2647,3
3188,3,25,0,0,2623,3
3192,331,20,0,0,2598,3
3199,297,19,30,7,2574,3
3211,277,30,60,19,2550,3
3234,273,35,85,27,2526,3
3253,273,32,108,46,2502,3
3271,276,27,134,64,2479,3
3283,282,20,162,59,2455,3
3292,291,14,190,68,2432,2
3297,304,9,216,73,2408,2
3300,319,4,242,76,2385,2
3300,352,2,268,76,2362,3
3300,63,1,295,76,2340,3
3299,99,3,323,75,2317,3
3297,112,4,351,73,2295,3
3295,119,6,379,71,2272,3
3292,103,12,408,68,2250,3
3283,91,17,437,59,2228,3
3273,81,14,466,49,2207,3
3268,73,9,495,44,2185,3
3264,77,8,524,40,2164,3
3260,84,15,553,36,2143,3
3248,85,25,582,24,2122,2
3224,78,12,577,119,2081,2
3219,77,13,573,114,2060,2
3211,76,14,571,106,2040,2
3205,74,11,570,100,2010,2
3200,77,13,571,95,1980,2
3192,82,17,573,87,1950,2
3182,86,19,577,77,1920,2
3171,89,21,582,66,1890,2
3159,92,27,589,54,1860,2
3141,95,33,598,36,1830,2
2407,122,13,390,17,1062,4
2403,119,13,420,13,1084,4
2395,114,14,446,151,1106,4
2387,107,9,426,143,1129,4
2382,357,10,391,125,1176,4
2386,324,13,376,129,1158,4
2390,2,9,339,99,1101,4
2391,4,8,319,104,1072,4
2392,45,7,297,105,1044,4
2387,90,8,277,100,1015,4
2383,121,11,258,96,987,4
2376,129,16,242,92,959,4
2369,143,17,228,85,930,4
2366,165,16,216,82,902,4
2365,183,18,201,81,875,4
2368,182,21,190,92,847,4
2367,168,25,162,87,819,4
2363,151,29,134,83,792,4
2351,142,34,108,71,765,4
2337,144,34,85,57,738,4
2326,149,33,67,46,711,4
2317,152,32,60,37,685,4
2304,131,20,60,32,633,4
2296,99,16,42,20,607,4
2285,77,16,30,9,582,4
2277,61,13,30,1,558,6
2279,277,22,30,9,488,5
2295,261,28,60,25,467,5
2313,250,30,90,43,446,5
2335,233,21,150,65,408,5
2353,275,21,210,83,376,5
2369,280,23,240,99,362,5
2381,268,18,270,111,351,5
2389,245,18,300,119,342,5
2398,235,20,330,128,335,5
2405,246,19,360,135,331,5
2416,268,22,390,146,330,5
2430,277,23,420,160,331,5
2442,277,19,450,172,335,5
2451,272,16,480,181,342,5
2459,268,13,480,206,351,5
2465,269,13,450,212,362,5
2260,303,19,30,7,711,4
2271,302,26,42,19,738,4
2268,353,16,30,2,1624,4
2274,329,22,30,10,1638,4
2280,332,22,30,16,1652,4
2285,355,17,0,0,1667,4
2280,347,13,0,0,1682,4
2287,299,20,30,7,1698,4
2299,292,27,60,19,1714,4
2316,295,30,90,36,1731,4
2332,298,33,120,52,1747,4
2350,297,34,150,70,1765,4
2368,293,31,180,88,1782,4
2384,288,30,210,104,1800,4
2400,285,31,240,120,1818,4
2418,283,32,270,138,1837,4
2438,281,30,295,-4,1855,4
2453,284,30,268,10,1855,4
2471,290,27,240,28,1844,4
2484,307,14,210,41,1833,4
2484,49,5,180,49,1822,4
2479,95,13,150,44,1812,4
2470,96,17,120,35,1802,4
2460,92,14,90,25,1793,4
2455,82,13,60,20,1784,4
2438,65,13,0,0,1768,4
2434,4,7,30,0,1761,4
2438,6,7,42,6,1754,4
2433,41,9,67,4,1747,4
2430,343,6,85,2,1742,4
2435,302,15,108,10,1736,4
2445,298,21,127,26,1731,4
2455,300,19,150,42,1727,4
2463,293,19,170,52,1722,4
2474,285,18,192,63,1699,4
2483,297,13,216,72,1677,4
2486,317,11,242,78,1655,4
2491,335,10,268,83,1634,4
2491,0,8,295,85,1612,4
2491,15,9,323,89,1591,4
2488,1,10,309,5,1570,4
2491,324,11,283,8,1550,4
2498,339,9,228,15,1510,4
2499,342,9,201,16,1490,4
2502,7,8,175,29,1471,4
2498,55,11,150,25,1452,4
2483,79,15,95,25,1416,4
2474,84,17,67,16,1398,4
2465,91,17,42,7,1381,4
2456,94,16,30,6,1365,4
2450,82,12,0,0,1348,6
2444,23,10,0,0,1333,5
2450,348,20,42,14,1302,5
2450,347,20,67,15,1288,5
2454,337,22,95,17,1275,5
2460,349,21,85,23,1261,5
2459,1,20,30,8,1237,5
2459,349,17,0,0,1226,5
2462,336,16,30,11,1215,5
2466,332,14,60,15,1205,5
2468,317,12,90,17,1195,5
3330,7,15,120,24,4016,7
3330,357,17,90,21,4024,7
3331,354,18,60,15,4031,7
3332,356,18,30,9,4039,7
3332,357,17,0,0,4047,7
3348,315,26,42,4,4072,7
3356,336,21,67,12,4080,7
3357,351,18,95,13,4089,7
3359,341,19,124,15,4098,7
3364,356,20,153,-3,4108,7
3361,28,26,182,-6,4117,7
3350,44,33,180,97,4127,7
3334,50,34,150,81,4137,7
3319,53,32,120,66,4147,7
3304,62,33,90,51,4157,7
3266,75,29,30,13,4147,7
3253,62,16,0,0,4133,7
3251,0,11,0,0,4119,7
3253,348,18,30,7,4106,7
3255,349,22,60,12,4092,7
3258,344,20,85,20,4079,7
3261,343,16,108,28,4066,7
3263,347,15,127,34,4053,7
3265,350,16,150,32,4040,3
3266,353,17,162,31,4027,3
3267,344,17,175,31,4015,3
3271,333,19,182,38,4002,3
3277,334,21,190,47,3990,3
3281,338,22,201,52,3979,3
3286,332,26,212,59,3967,3
3295,334,29,218,69,3955,3
3301,340,31,228,75,3944,3
3307,340,32,242,84,3933,3
3314,344,33,256,92,3922,3
3318,338,37,268,95,3912,3
3331,334,39,283,108,3901,3
3340,339,38,295,118,3891,3
3116,143,15,376,103,3660,3
3112,145,13,350,99,3660,3
3108,139,13,324,95,3661,3
3103,130,15,300,99,3662,3
3096,121,16,270,92,3663,3
3088,104,21,240,113,3664,3
3074,93,27,210,99,3666,3
3058,87,27,180,83,3668,3
3043,87,33,150,68,3670,3
3019,88,35,120,44,3672,3
3000,85,23,90,25,3675,3
2994,77,16,60,19,3678,3
2984,80,16,30,8,3677,3
2977,74,8,0,0,3650,3
2976,315,4,0,0,3623,3
2980,302,8,30,5,3596,3
2983,318,7,60,8,3569,3
2985,335,7,90,10,3542,3
2986,353,6,120,3,3515,3
2986,349,6,150,3,3488,3
2987,335,7,175,4,3461,3
2989,308,8,201,6,3435,3
2994,283,14,228,11,3408,3
3004,282,17,256,21,3381,3
3012,284,19,285,29,3355,3
3024,284,24,313,29,3328,3
3038,285,27,342,43,3302,3
3054,291,25,371,59,3275,3
3064,306,18,400,69,3249,3
3070,311,18,430,75,3223,3
3079,311,20,459,38,3197,3
3086,313,19,488,45,3170,3
3094,310,18,518,51,3144,3
3101,300,19,497,-2,3118,3
3112,291,27,470,8,3092,3
3130,291,34,443,26,3066,3
3150,299,36,417,46,3041,3
3168,313,33,390,64,3015,3
3179,325,30,362,73,2989,3
3188,328,28,335,79,2964,3
3196,330,26,309,83,2938,3
3203,332,26,283,86,2913,3
3210,334,27,258,93,2888,3
3216,330,27,234,85,2862,3
3225,321,25,212,82,2837,3
3234,330,19,190,91,2812,3
3236,356,18,162,81,2787,3
3235,11,23,134,80,2763,3
3231,19,29,108,68,2738,3
3224,20,33,85,46,2713,3
3218,19,33,67,40,2689,3
3211,21,33,42,23,2664,3
3204,15,28,30,16,2640,3
3203,3,20,0,0,2616,3
3203,315,15,30,11,2592,3
3214,280,28,42,7,2568,3
3234,273,33,67,27,2544,3
3253,272,33,95,46,2521,3
3273,276,28,124,49,2497,3
3285,283,21,150,61,2474,3
3295,293,15,175,71,2451,3
3300,313,8,201,76,2428,2
3301,342,4,228,77,2405,2
3301,29,2,256,77,2382,3
3300,72,2,285,76,2359,3
3299,97,4,313,75,2337,3
3296,107,6,342,72,2315,3
3293,116,7,371,69,2293,3
3289,108,11,400,65,2271,3
3282,94,14,430,58,2249,3
3274,82,13,459,50,2227,3
3269,80,10,488,45,2206,3
3264,90,9,518,40,2185,3
3259,92,14,547,35,2164,2
3249,88,24,560,144,2143,2
3232,85,22,553,127,2123,2
3225,81,11,547,120,2100,2
3213,76,14,541,108,2040,2
3206,77,12,540,101,2010,2
3201,80,12,541,96,1980,2
3193,83,17,543,88,1950,2
3182,87,20,547,77,1920,2
3171,91,22,553,66,1890,2
3158,94,29,560,53,1860,2
3138,96,35,569,33,1830,2
3117,98,37,579,12,1800,2
3094,99,38,591,-10,1770,2
3071,101,37,604,-33,1740,3
3050,107,31,618,-54,1710,3
3036,115,26,631,-68,1680,3
3023,122,23,612,218,1650,3
3014,133,19,582,209,1620,3
3008,107,31,553,203,1590,3
2967,103,22,495,162,1530,2
2942,103,24,437,137,1470,2
2929,103,23,408,124,1440,2
2917,102,21,379,112,1410,2
2907,103,17,351,102,1380,2
2899,110,15,323,94,1350,2
2892,119,15,295,87,1320,2
2885,125,15,268,80,1290,2
2879,128,16,242,74,1260,2
2872,130,17,216,67,1230,2
2865,131,19,192,60,1200,2
2857,134,19,170,52,1170,2
2850,139,20,150,48,1140,2
2842,140,21,120,40,1110,2
2835,135,21,90,25,1080,2
3021,106,7,283,71,589,2
3016,110,10,256,72,582,2
3010,107,13,228,66,577,2
3003,103,17,201,59,573,2
2993,100,22,175,53,571,2
2980,102,24,150,40,570,2
2967,106,23,127,27,571,2
2955,111,20,108,15,573,2
2946,115,14,95,6,577,2
2942,122,6,85,2,553,2
2941,119,2,67,2,524,2
2940,104,2,42,1,495,2
2939,124,2,30,0,466,2
2937,180,0,60,-1,323,2
2937,8,2,60,0,295,2
2937,18,5,67,3,268,2
2936,5,8,85,5,242,2
2936,342,8,85,0,216,2
2937,321,6,67,0,192,2
2939,319,5,60,2,170,2
2941,332,4,67,4,150,2
2941,63,2,85,4,134,2
2939,99,5,108,2,124,2
2936,87,5,134,0,120,2
2934,49,5,162,-4,124,3
3391,50,11,120,15,2190,7
3385,60,13,90,9,2213,7
3377,34,5,30,1,2259,7
3374,33,5,0,0,2305,7
3373,18,4,30,1,2329,7
3373,347,3,60,3,2352,7
3374,0,3,90,7,2376,7
3373,0,2,120,7,2400,7
3374,301,1,150,10,2424,7
3374,151,2,175,14,2448,7
3373,127,9,201,17,2473,7
3357,112,18,256,7,2522,7
3342,118,14,255,49,2571,7
3336,121,12,234,53,2596,7
3331,111,14,212,48,2621,7
3322,103,16,192,39,2646,7
3314,97,21,175,31,2671,7
3283,90,24,150,18,2722,7
3272,87,20,124,7,2748,7
3256,64,8,67,2,2799,7
3253,50,7,42,0,2812,7
3250,51,9,30,7,2783,7
3389,305,13,360,13,2037,7
3394,310,12,330,18,2058,7
3399,317,11,300,23,2079,7
3402,333,8,270,26,2100,7
3403,351,8,240,27,2122,7
3403,7,8,210,27,2143,7
3402,30,9,180,26,2165,7
3398,39,10,150,22,2188,7
3395,47,12,120,19,2210,7
3389,57,14,90,13,2232,7
3382,57,12,60,6,2255,7
3376,37,5,30,0,2324,7
3375,25,4,42,1,2347,7
3374,0,3,67,2,2371,7
3375,0,2,95,5,2394,7
3374,18,2,124,7,2418,7
3374,45,1,153,8,2442,7
3373,113,5,182,9,2466,7
3369,121,13,212,9,2490,7
3353,119,17,268,0,2539,7
3338,120,14,234,45,2588,7
3332,125,11,212,39,2613,7
3328,115,12,192,45,2638,7
3284,84,23,124,14,2738,7
3274,79,20,108,9,2763,7
3263,72,15,85,-1,2789,7
3259,45,8,60,5,2814,7
3257,34,9,30,3,2807,7
3254,39,10,0,0,2777,7
3386,297,11,391,10,2038,7
3393,296,13,361,17,2059,7
3399,303,11,331,23,2079,7
3403,311,9,301,27,2100,7
3406,328,8,272,30,2121,7
3407,346,7,242,31,2143,7
3408,8,7,212,32,2164,7
3406,34,9,182,30,2186,7
3403,43,10,153,27,2208,7
3399,52,11,124,23,2230,7
3394,62,14,95,18,2252,7
3386,62,13,67,10,2275,7
3380,37,5,30,2,2320,7
3378,37,5,42,0,2343,7
3377,27,4,67,1,2366,7
3376,11,4,85,2,2389,7
3376,0,3,108,4,2413,7
3376,21,3,134,6,2436,7
3375,56,3,162,8,2460,7
3373,93,9,190,7,2484,7
3355,107,15,247,-4,2532,7
3349,105,13,258,49,2556,7
3342,103,15,234,42,2581,7
3334,108,13,212,34,2605,7
3329,115,10,192,36,2630,7
3325,112,11,170,32,2654,7
3310,96,18,127,27,2704,7
3299,90,22,108,16,2729,7
3286,84,21,95,3,2754,7
3276,78,19,85,6,2779,7
3262,36,8,42,-2,2830,7
3261,27,8,30,7,2801,7
3258,34,10,0,0,2772,7
3384,291,8,424,8,2040,7
3388,292,11,395,12,2060,7
3395,289,13,365,19,2081,7
3401,295,11,335,25,2101,7
3405,304,9,306,29,2122,7
3409,320,7,277,33,2143,7
3410,343,6,247,34,2164,7
3411,11,6,218,35,2185,7
3409,37,7,190,33,2207,7
3406,45,9,162,30,2228,7
3402,57,11,134,26,2250,7
3396,67,14,108,20,2272,7
3384,52,8,67,6,2317,7
3382,42,6,60,4,2340,7
3380,37,5,67,2,2362,7
3379,22,4,85,1,2385,7
3378,9,5,108,2,2408,7
3378,0,5,127,4,2432,7
3378,24,5,150,6,2455,7
3376,59,6,175,6,2479,7
3373,82,10,201,6,2502,7
3365,87,17,228,0,2526,7
3355,85,14,256,-8,2550,7
3350,85,13,242,50,2574,7
3342,89,16,216,42,2598,7
3333,94,13,192,33,2623,7
3328,101,10,170,28,2647,7
3323,104,10,150,30,2672,7
3309,95,17,108,26,2721,7
3299,89,20,85,16,2746,7
3287,83,19,67,4,2771,7
3278,76,17,60,-4,2796,7
3269,62,13,42,0,2821,7
3266,29,8,30,1,2826,7
3265,19,9,0,0,2796,7
3386,282,10,430,10,2063,7
3391,288,11,400,15,2083,7
