Elevation;Aspect;Slope;H_Hydrology;V_Hydrology;H_Ignition;Cover
3211;115;4;362;30;2543;Spruce/fir
3080;0;9;150;3;942;Spruce/fir
3009;131;10;67;8;573;Spruce/fir
2799;82;25;201;126;1507;Aspen
3197;247;5;324;47;2382;Spruce/fir
3181;309;6;67;6;2496;Spruce/fir
3110;81;6;300;6;1587;Spruce/fir
3094;4;4;0;0;1226;Spruce/fir
2791;75;29;180;107;1473;Aspen
3031;253;6;323;59;1127;Lodgepole pine
2830;72;15;210;45;1561;Lodgepole pine
2778;80;34;150;109;1441;Aspen
3245;45;3;564;66;2650;Spruce/fir
2930;79;7;90;1;2280;Lodgepole pine
3046;144;13;210;2;573;Lodgepole pine
2850;113;14;108;13;1651;Lodgepole pine
2769;79;31;60;-15;1411;Aspen
3193;97;10;319;19;2358;Spruce/fir
3036;149;11;150;-7;601;Lodgepole pine
2957;123;10;150;-8;2135;Lodgepole pine
2756;70;31;30;-19;1383;Aspen
3252;49;5;589;8;2554;Spruce/fir
3229;61;2;454;19;2324;Spruce/fir
2993;286;14;30;10;895;Spruce/fir
3173;57;7;457;78;2110;Spruce/fir
3188;67;8;170;6;2118;Spruce/fir
3178;49;5;474;83;2132;Spruce/fir
3175;48;6;446;80;2103;Spruce/fir
3105;140;8;30;3;1641;Spruce/fir
2762;61;30;60;-13;1362;Aspen
3219;324;6;366;38;2184;Lodgepole pine
3219;352;8;319;38;2206;Spruce/fir
2737;52;29;90;52;1277;Aspen
3206;261;5;446;35;2098;Lodgepole pine
3164;88;19;361;102;849;Lodgepole pine
2933;58;4;0;0;2353;Spruce/fir
2790;60;23;108;-8;1401;Aspen
3199;108;3;342;16;2363;Spruce/fir
2815;55;18;120;-14;1465;Aspen
3218;61;12;313;35;2187;Spruce/fir
3207;72;3;301;24;2244;Spruce/fir
3081;184;11;175;23;618;Lodgepole pine
3042;56;10;42;-2;408;Spruce/fir
2821;58;18;150;-15;1471;Aspen
2776;73;25;175;95;1354;Aspen
2765;75;21;150;77;1324;Aspen
3216;58;9;335;33;2174;Spruce/fir
3049;293;5;306;62;1025;Spruce/fir
2806;66;21;190;-23;1419;Aspen
3185;32;3;0;0;1919;Spruce/fir
3018;106;9;150;3;558;Spruce/fir
2821;58;21;212;-19;1455;Aspen
2800;64;26;218;112;1397;Aspen
3025;307;9;90;14;350;Spruce/fir
2762;62;27;150;76;1319;Aspen
2734;68;30;108;43;1262;Aspen
3047;78;15;170;0;277;Spruce/fir
3040;277;10;218;48;882;Spruce/fir
2953;60;7;134;-8;2147;Lodgepole pine
2826;46;27;258;145;1423;Aspen
2736;49;26;108;49;1254;Aspen
2737;44;22;108;41;1237;Aspen
3196;336;9;67;7;1766;Spruce/fir
3062;329;1;0;0;485;Lodgepole pine
2927;51;16;258;34;1900;Lodgepole pine
2914;29;8;335;37;1708;Lodgepole pine
2806;76;39;234;119;1371;Aspen
3019;312;6;0;0;524;Spruce/fir
2811;80;35;255;115;1383;Aspen
3199;268;6;216;13;1736;Lodgepole pine
2841;82;18;319;154;1450;Aspen
2800;67;28;242;109;1369;Aspen
2768;57;22;170;75;1288;Aspen
2747;52;21;124;60;1235;Aspen
3204;101;1;60;2;1698;Spruce/fir
3091;90;13;192;31;1201;Lodgepole pine
2763;56;22;162;76;1276;Aspen
3170;284;4;175;8;1170;Spruce/fir
2847;64;23;350;151;1476;Aspen
2826;71;25;300;135;1422;Aspen
2812;71;25;277;130;1396;Aspen
2756;48;23;120;98;1240;Aspen
3024;331;6;30;3;300;Spruce/fir
2940;3;16;443;47;1872;Lodgepole pine
2771;34;20;153;113;1282;Aspen
3037;10;4;60;8;1680;Spruce/fir
2974;6;10;216;49;2192;Spruce/fir
2785;35;17;190;127;1323;Aspen
2823;72;26;313;136;1441;Aspen
2811;67;21;285;124;1415;Aspen
2792;26;14;201;134;1340;Aspen
3213;97;4;120;18;1637;Spruce/fir
3097;92;15;210;33;459;Lodgepole pine
3080;343;14;268;57;755;Spruce/fir
2799;27;11;212;151;1357;Aspen
3227;328;3;247;6;1800;Spruce/fir
2837;53;27;335;185;1473;Aspen
2802;47;10;218;149;1374;Aspen
2799;66;9;190;140;1350;Aspen
3242;315;17;153;47;1448;Lodgepole pine
3213;39;6;319;-7;1820;Spruce/fir
3095;138;13;268;47;503;Lodgepole pine
2773;80;48;124;112;1298;Aspen
3038;90;9;108;3;234;Spruce/fir
3040;310;12;108;18;300;Spruce/fir
2847;50;27;323;199;1482;Lodgepole pine
2809;67;18;242;150;1410;Aspen
2779;78;47;134;118;1318;Aspen
3215;28;23;175;35;1366;Lodgepole pine
3221;219;3;256;25;1622;Spruce/fir
2786;76;46;150;132;1338;Aspen
3255;285;16;190;60;1361;Lodgepole pine
3076;34;10;134;-6;1430;Spruce/fir
2806;31;18;216;145;1403;Aspen
2743;76;49;134;81;1337;Aspen
2728;62;29;108;72;1315;Aspen
3043;324;14;108;35;2028;Spruce/fir
2842;62;28;309;187;1490;Aspen
2803;74;46;175;141;1379;Aspen
3241;31;23;228;52;1289;Lodgepole pine
3217;244;6;218;-3;1566;Spruce/fir
2899;35;18;430;240;1602;Lodgepole pine
2760;75;49;170;95;1379;Aspen
3290;24;16;182;20;1940;Spruce/fir
2856;53;28;335;195;1530;Aspen
3305;205;7;430;110;1206;Lodgepole pine
3213;235;8;210;-7;1518;Spruce/fir
3074;331;12;162;11;469;Spruce/fir
3084;88;12;242;-1;1513;Spruce/fir
2914;30;14;390;-30;1640;Lodgepole pine
2828;72;45;228;163;1443;Aspen
2710;66;32;90;53;1345;Aspen
3276;354;10;42;6;1719;Spruce/fir
3077;76;9;90;18;1754;Spruce/fir
2847;35;22;255;68;1486;Aspen
2789;74;49;201;35;1445;Aspen
2857;63;24;228;78;1507;Aspen
2743;61;33;108;24;1410;Aspen
3331;358;15;361;61;2014;Spruce/fir
3072;329;17;60;13;1914;Spruce/fir
2824;93;45;190;45;1510;Aspen
2753;57;32;95;34;1434;Aspen
2722;53;32;42;3;1398;Aspen
3062;101;4;60;2;722;Spruce/fir
3044;2;7;30;3;484;Spruce/fir
2827;84;46;162;26;1533;Aspen
2810;76;29;150;31;1513;Aspen
2764;55;31;85;10;1458;Aspen
3047;85;15;573;58;2483;Lodgepole pine
2878;82;44;150;48;1575;Aspen
2827;84;46;134;-2;1556;Aspen
3260;256;8;306;34;1471;Spruce/fir
2830;79;46;108;0;1579;Aspen
2820;60;25;95;-9;1560;Aspen
2740;54;29;0;0;1456;Aspen
3266;65;13;120;40;1242;Spruce/fir
3056;37;5;90;0;589;Spruce/fir
3101;303;14;277;1;631;Lodgepole pine
3057;85;16;592;56;2467;Lodgepole pine
2950;37;5;180;5;1803;Lodgepole pine
2840;78;44;85;10;1602;Aspen
2788;55;28;0;0;1539;Aspen
2747;56;30;67;-6;1492;Aspen
2732;60;31;85;-7;1477;Aspen
3237;152;14;541;146;1503;Spruce/fir
2741;63;31;108;-12;1504;Aspen
2991;83;8;170;32;2060;Lodgepole pine
2802;59;28;85;-6;1600;Lodgepole pine
3133;20;29;212;69;805;Spruce/fir
3139;34;3;324;9;1504;Spruce/fir
3112;73;7;95;12;1718;Spruce/fir
3335;52;14;240;36;1302;Spruce/fir
3035;53;7;402;55;2424;Lodgepole pine
3168;300;5;379;37;1003;Lodgepole pine
2717;74;35;85;52;1599;Aspen
3280;162;4;319;40;750;Lodgepole pine
3082;106;7;532;28;2391;Lodgepole pine
2816;75;27;201;-20;1691;Lodgepole pine
2722;75;34;95;57;1627;Aspen
2857;87;21;175;-26;1760;Lodgepole pine
3230;207;3;313;20;1234;Spruce/fir
3048;96;4;424;68;2544;Lodgepole pine
2732;77;33;124;70;1682;Aspen
2714;74;32;95;52;1671;Aspen
3242;16;7;242;15;999;Spruce/fir
3021;148;15;212;41;2402;Lodgepole pine
2772;82;31;190;117;1733;Aspen
3108;48;26;30;10;934;Spruce/fir
3183;28;8;331;-30;1315;Lodgepole pine
3181;39;9;335;-32;1337;Lodgepole pine
3165;14;12;330;65;1615;Spruce/fir
3121;50;12;60;14;1842;Spruce/fir
2740;76;31;150;87;1738;Aspen
2706;76;30;108;47;1717;Aspen
3102;57;11;85;15;1507;Spruce/fir
3375;61;13;150;-6;1195;Spruce/fir
2730;80;31;150;80;1784;Aspen
3284;319;9;120;41;703;Lodgepole pine
2700;80;27;95;54;1793;Aspen
3285;308;12;90;51;700;Lodgepole pine
2753;86;32;190;103;1851;Aspen
3246;27;2;30;0;566;Spruce/fir
3218;58;4;228;21;1211;Spruce/fir
2720;85;28;150;70;1860;Aspen
3090;36;6;60;3;1383;Spruce/fir
2755;87;31;210;109;1907;Aspen
2706;83;26;120;52;1879;Aspen
3250;308;6;127;5;573;Spruce/fir
3244;54;40;255;146;1154;Spruce/fir
3047;72;7;362;11;2793;Spruce/fir
2681;78;23;67;31;1892;Aspen
3226;47;8;190;13;800;Spruce/fir
3208;338;5;90;-5;1440;Spruce/fir
2793;85;31;277;147;1984;Aspen
2725;81;27;162;81;1945;Aspen
3200;172;5;30;0;949;Spruce/fir
3277;287;20;424;179;1262;Lodgepole pine
3015;37;5;124;17;2394;Lodgepole pine
2982;117;11;301;4;2288;Lodgepole pine
2795;80;31;270;-134;2012;Aspen
2713;76;25;150;63;1966;Aspen
3279;62;8;67;3;408;Lodgepole pine
3206;304;7;124;-7;1410;Spruce/fir
3208;48;7;85;-6;1617;Spruce/fir
2959;53;14;295;29;2233;Lodgepole pine
2731;75;27;175;45;2003;Aspen
2679;71;24;85;33;1972;Aspen
3267;319;4;270;22;592;Spruce/fir
3169;277;24;240;84;1248;Spruce/fir
3158;282;6;216;-2;1366;Spruce/fir
3042;83;6;108;9;2737;Lodgepole pine
3039;104;6;95;6;2717;Lodgepole pine
2727;68;26;124;18;2052;Aspen
3289;0;0;0;0;458;Lodgepole pine
2817;72;32;150;-85;2125;Aspen
2733;66;26;108;24;2081;Aspen
3145;63;13;362;16;2396;Spruce/fir
3113;345;11;268;11;2598;Spruce/fir
2786;71;32;120;31;2135;Aspen
2726;65;25;67;17;2103;Aspen
2704;61;23;30;18;2089;Aspen
2895;84;19;90;-29;2234;Lodgepole pine
3230;298;16;391;87;1148;Lodgepole pine
3200;280;7;150;-18;1544;Spruce/fir
3122;32;9;242;-6;2554;Spruce/fir
2715;68;24;0;0;2148;Aspen
2702;75;27;30;-6;2142;Aspen
3161;340;5;85;-5;1492;Spruce/fir
2742;67;23;0;0;2190;Aspen
3198;269;9;180;-20;1588;Spruce/fir
2708;80;29;67;-17;2200;Aspen
3172;30;9;0;0;1053;Spruce/fir
3166;8;5;30;0;1543;Spruce/fir
3052;72;9;0;0;3010;Spruce/fir
2751;83;23;42;-8;2249;Aspen
2726;86;25;67;-15;2236;Aspen
3287;333;4;335;22;571;Lodgepole pine
3262;88;5;242;10;420;Spruce/fir
3207;85;6;85;5;824;Spruce/fir
3217;313;16;240;74;990;Spruce/fir
3276;272;14;591;169;1132;Lodgepole pine
3200;263;8;150;-17;1655;Spruce/fir
3070;172;5;495;203;3880;Lodgepole pine
3070;120;8;466;203;3903;Lodgepole pine
3064;106;13;437;197;3926;Lodgepole pine
3057;103;20;408;190;3950;Lodgepole pine
3044;102;24;379;177;3973;Lodgepole pine
3027;97;28;351;160;3997;Lodgepole pine
3011;92;28;323;144;4020;Lodgepole pine
2998;90;25;295;131;4044;Lodgepole pine
2985;93;27;268;118;4068;Lodgepole pine
2968;98;28;242;101;4092;Lodgepole pine
2952;108;23;216;85;4116;Lodgepole pine
2942;122;21;192;75;4140;Lodgepole pine
2932;140;21;170;65;4164;Lodgepole pine
2926;156;23;150;59;4189;Lodgepole pine
2922;158;27;134;55;4213;Lodgepole pine
2916;148;30;124;56;4237;Lodgepole pine
2903;145;30;108;40;4262;Lodgepole pine
2896;148;27;85;33;4286;Lodgepole pine
2886;143;26;67;23;4311;Lodgepole pine
2877;138;25;60;14;4335;Lodgepole pine
2867;137;22;60;4;4360;Lodgepole pine
2860;135;15;42;0;4385;Lodgepole pine
2854;90;4;30;0;4410;Lodgepole pine
2854;331;12;0;0;4435;Lodgepole pine
2863;319;21;0;0;4460;Lodgepole pine
2873;308;25;30;19;4485;Lodgepole pine
2886;312;21;60;32;4510;Lodgepole pine
2890;344;15;85;33;4535;Lodgepole pine
2890;350;17;108;40;4560;Lodgepole pine
2893;343;19;134;46;4586;Lodgepole pine
2896;342;18;162;46;4611;Lodgepole pine
2900;339;18;175;50;4636;Lodgepole pine
2903;331;20;192;53;4662;Lodgepole pine
2909;324;21;212;59;4687;Lodgepole pine
2916;315;22;228;69;4713;Lodgepole pine
2926;313;23;242;76;4739;Lodgepole pine
2936;315;24;258;92;4764;Lodgepole pine
2945;309;26;277;95;4790;Lodgepole pine
2959;305;26;297;105;4816;Lodgepole pine
2968;302;27;319;121;4842;Lodgepole pine
2985;297;29;342;145;4867;Lodgepole pine
3001;302;22;366;157;4893;Lodgepole pine
3004;315;14;379;164;4919;Lodgepole pine
3011;341;10;390;164;4945;Lodgepole pine
3008;38;11;402;168;4971;Lodgepole pine
3001;50;12;417;157;4997;Lodgepole pine
2998;40;12;430;158;5024;Lodgepole pine
2995;352;10;443;161;5050;Lodgepole pine
3001;327;10;458;170;5076;Lodgepole pine
3001;315;5;474;170;5102;Lodgepole pine
3004;267;5;492;167;5129;Lodgepole pine
3004;247;9;511;173;5155;Lodgepole pine
3011;238;9;531;174;5181;Lodgepole pine
3014;208;5;552;170;5208;Lodgepole pine
3014;157;4;573;180;5234;Lodgepole pine
3011;135;5;594;167;5261;Lodgepole pine
3011;146;5;616;177;5287;Lodgepole pine
3008;135;5;636;168;5314;Lodgepole pine
3008;135;6;636;89;5340;Lodgepole pine
3004;128;8;607;85;5367;Lodgepole pine
2998;126;6;577;79;5394;Lodgepole pine
2998;135;4;547;79;5420;Lodgepole pine
2998;109;9;518;79;5447;Lodgepole pine
2991;105;11;488;72;5474;Lodgepole pine
2985;105;8;459;66;5501;Lodgepole pine
2982;97;14;430;63;5528;Lodgepole pine
2972;101;14;400;53;5554;Spruce/fir
2968;119;5;371;49;5581;Spruce/fir
2968;95;8;342;49;5608;Spruce/fir
2959;87;13;313;40;5635;Spruce/fir
2952;80;8;285;33;5662;Spruce/fir
2949;270;1;256;30;5689;Lodgepole pine
2955;113;4;228;36;5716;Lodgepole pine
2949;94;12;201;30;5743;Lodgepole pine
2942;81;11;175;23;5771;Lodgepole pine
2936;43;8;150;17;5798;Lodgepole pine
2936;0;9;127;17;5825;Spruce/fir
2936;0;11;108;17;5852;Spruce/fir
2936;353;11;95;17;5879;Lodgepole pine
2936;4;12;90;17;5907;Lodgepole pine
2936;4;12;90;17;5934;Lodgepole pine
2936;345;11;95;17;5961;Lodgepole pine
2939;4;12;108;20;5989;Lodgepole pine
2936;36;15;127;20;6016;Lodgepole pine
2929;18;13;150;20;6043;Lodgepole pine
2932;342;10;175;23;6071;Lodgepole pine
2932;354;7;201;26;6098;Lodgepole pine
2932;323;7;228;32;6126;Lodgepole pine
2936;296;7;255;36;6153;Lodgepole pine
2939;45;2;277;43;6181;Lodgepole pine
2936;68;5;300;40;6208;Lodgepole pine
2936;84;9;324;43;6236;Lodgepole pine
2926;86;10;350;36;6263;Lodgepole pine
2926;74;8;376;40;6291;Lodgepole pine
2919;49;5;402;36;6319;Lodgepole pine
2919;45;7;426;36;6346;Lodgepole pine
2913;45;12;417;40;6374;Lodgepole pine
2909;13;12;391;32;6402;Lodgepole pine
2909;4;10;366;32;6429;Lodgepole pine
2909;19;9;342;42;6441;Lodgepole pine
2906;37;10;319;39;6415;Lodgepole pine
2903;36;6;297;36;6388;Lodgepole pine
2903;63;3;277;36;6362;Lodgepole pine
2900;85;9;247;33;6335;Lodgepole pine
2896;83;11;218;33;6309;Lodgepole pine
2890;83;12;190;27;6283;Lodgepole pine
2883;82;10;162;26;6256;Lodgepole pine
2877;81;10;134;20;6230;Lodgepole pine
2870;71;9;108;13;6204;Lodgepole pine
2867;54;9;85;10;6177;Lodgepole pine
2863;71;17;67;13;6151;Lodgepole pine
2850;74;15;42;0;6125;Lodgepole pine
2847;0;5;30;0;6099;Lodgepole pine
2850;321;10;0;0;6073;Lodgepole pine
2854;307;14;30;7;6047;Lodgepole pine
2863;296;16;42;13;6021;Lodgepole pine
2870;290;17;67;20;5995;Lodgepole pine
2880;290;19;95;30;5969;Lodgepole pine
2890;319;13;124;50;5943;Lodgepole pine
2890;346;15;153;43;5917;Lodgepole pine
2893;355;17;182;53;5891;Lodgepole pine
2890;11;16;212;56;5865;Lodgepole pine
2890;28;15;228;35;5840;Lodgepole pine
2883;41;15;201;28;5814;Lodgepole pine
2880;54;15;175;25;5788;Lodgepole pine
2870;70;17;150;15;5762;Lodgepole pine
2863;80;12;127;8;5737;Lodgepole pine
2857;98;14;108;10;5711;Lodgepole pine
2847;129;9;85;0;5686;Lodgepole pine
2850;165;8;67;3;5660;Lodgepole pine
2844;126;13;60;-2;5635;Lodgepole pine
2838;112;12;42;2;5610;Lodgepole pine
2831;84;10;30;4;5584;Lodgepole pine
2827;45;8;0;0;5559;Lodgepole pine
2826;34;12;0;0;5534;Lodgepole pine
2822;26;14;0;0;5509;Lodgepole pine
2820;24;16;30;5;5483;Lodgepole pine
2815;19;14;42;3;5458;Lodgepole pine
2815;21;12;67;6;5433;Lodgepole pine
2810;35;11;85;6;5408;Lodgepole pine
2808;30;9;108;8;5383;Lodgepole pine
2806;43;10;134;6;5359;Lodgepole pine
2801;55;10;162;1;5334;Lodgepole pine
2797;28;6;190;1;5309;Lodgepole pine
2798;16;6;212;5;5284;Lodgepole pine
2796;55;8;234;4;5260;Lodgepole pine
2792;77;4;258;4;5235;Lodgepole pine
2792;100;5;283;5;5210;Lodgepole pine
2787;92;6;277;30;5186;Lodgepole pine
2786;36;2;255;29;5161;Lodgepole pine
2786;324;2;234;29;5137;Lodgepole pine
2787;180;1;212;30;5113;Lodgepole pine
2786;146;5;192;40;5088;Lodgepole pine
2784;123;11;170;38;5064;Lodgepole pine
2776;118;15;150;34;5040;Lodgepole pine
2769;129;10;127;27;5016;Lodgepole pine
2769;130;7;108;27;4992;Lodgepole pine
2765;115;12;85;23;4968;Lodgepole pine
2755;115;18;67;19;4944;Lodgepole pine
2746;115;17;42;10;4920;Lodgepole pine
2738;107;13;30;7;4897;Lodgepole pine
2733;346;9;0;0;4849;Lodgepole pine
2735;8;13;30;6;4826;Lodgepole pine
2732;26;15;42;4;4802;Lodgepole pine
2728;22;15;60;0;4779;Lodgepole pine
2726;23;14;67;0;4756;Lodgepole pine
2722;35;13;67;16;4732;Lodgepole pine
2717;47;12;42;7;4709;Lodgepole pine
2712;25;9;30;2;4686;Lodgepole pine
2714;355;8;0;0;4663;Lodgepole pine
2714;329;6;30;5;4640;Lodgepole pine
2718;282;7;42;2;4617;Lodgepole pine
2721;282;6;67;5;4595;Lodgepole pine
2724;309;3;95;8;4572;Lodgepole pine
2724;342;2;124;8;4549;Lodgepole pine
2725;11;1;153;9;4527;Lodgepole pine
2724;85;3;182;8;4504;Lodgepole pine
2720;75;3;212;4;4482;Lodgepole pine
2721;101;1;242;5;4460;Lodgepole pine
2720;208;5;272;30;4438;Lodgepole pine
2723;193;6;295;29;4416;Lodgepole pine
2723;140;8;309;37;4394;Lodgepole pine
2719;129;9;324;29;4372;Lodgepole pine
2714;126;8;323;19;4350;Lodgepole pine
2709;138;6;313;17;4328;Lodgepole pine
2709;188;3;300;-1;4307;Lodgepole pine
2711;166;2;277;0;4285;Lodgepole pine
2709;135;2;255;0;4264;Lodgepole pine
2710;135;1;234;1;4243;Lodgepole pine
2708;45;0;216;0;4221;Lodgepole pine
2708;266;4;201;0;4200;Lodgepole pine
2713;266;7;190;4;4179;Lodgepole pine
2719;246;5;182;10;4159;Lodgepole pine
2719;145;4;175;-4;4138;Lodgepole pine
2716;107;5;150;-7;4117;Lodgepole pine
2712;72;1;127;-14;4097;Lodgepole pine
2712;280;4;108;-14;4076;Lodgepole pine
2716;280;7;95;-10;4056;Lodgepole pine
2721;283;5;90;-5;4036;Lodgepole pine
2722;349;1;90;-4;4016;Lodgepole pine
2721;329;1;95;-5;3996;Lodgepole pine
2722;274;4;108;-4;3976;Lodgepole pine
2724;239;1;127;-5;3957;Lodgepole pine
2723;203;2;150;-4;3937;Lodgepole pine
2726;207;2;175;-1;3918;Lodgepole pine
2725;98;5;201;-2;3899;Lodgepole pine
2719;90;10;228;-8;3880;Lodgepole pine
2712;88;13;256;-15;3861;Lodgepole pine
2704;87;16;285;-23;3842;Lodgepole pine
2695;79;15;313;-32;3823;Lodgepole pine
2688;53;12;342;-39;3805;Lodgepole pine
2684;32;15;371;-43;3786;Lodgepole pine
2680;25;20;400;-47;3768;Lodgepole pine
2674;28;24;430;-53;3750;Lodgepole pine
2667;31;24;446;-14;3732;Lodgepole pine
2661;32;22;446;94;3714;Lodgepole pine
2655;42;20;426;88;3697;Lodgepole pine
2647;52;19;408;92;3679;Lodgepole pine
2639;58;18;391;93;3662;Lodgepole pine
2631;60;16;376;85;3645;Lodgepole pine
2625;64;12;361;84;3628;Lodgepole pine
2620;78;11;339;79;3611;Lodgepole pine
2613;88;12;319;75;3594;Lodgepole pine
2606;86;11;297;68;3578;Lodgepole pine
2601;76;10;277;69;3562;Lodgepole pine
2596;68;11;255;64;3546;Lodgepole pine
2592;64;10;234;60;3530;Lodgepole pine
2586;66;10;216;54;3514;Lodgepole pine
2582;67;10;201;56;3499;Lodgepole pine
2576;72;12;190;50;3483;Lodgepole pine
2568;71;13;175;42;3468;Lodgepole pine
2563;65;11;162;37;3453;Lodgepole pine
2558;67;11;153;32;3438;Lodgepole pine
2552;72;10;150;26;3424;Lodgepole pine
2549;78;8;150;23;3409;Lodgepole pine
2545;90;3;153;19;3395;Lodgepole pine
2546;107;6;162;20;3381;Lodgepole pine
2540;102;13;175;14;3368;Lodgepole pine
2533;100;13;180;7;3354;Lodgepole pine
2526;91;12;180;5;3341;Lodgepole pine
2519;83;10;180;-1;3328;Lodgepole pine
2515;82;9;175;23;3315;Lodgepole pine
2510;88;8;162;18;3302;Lodgepole pine
2506;99;9;153;16;3290;Lodgepole pine
2499;102;10;150;9;3278;Lodgepole pine
3247;60;8;481;79;2024;Spruce/fir
3244;80;12;511;76;2021;Spruce/fir
3237;87;13;541;69;2018;Spruce/fir
3231;99;11;571;63;2016;Spruce/fir
3224;117;11;601;56;2014;Spruce/fir
3221;151;8;631;53;2012;Spruce/fir
3221;175;9;661;53;2011;Spruce/fir
3218;163;10;691;50;2010;Spruce/fir
3218;189;10;721;50;2010;Spruce/fir
3221;161;10;722;49;2010;Spruce/fir
3214;124;15;721;42;2011;Spruce/fir
3205;119;12;720;33;2012;Spruce/fir
3201;112;11;721;29;2014;Spruce/fir
3195;90;6;722;23;2016;Spruce/fir
3195;53;9;726;23;2018;Spruce/fir
3188;51;13;730;16;2021;Spruce/fir
3185;29;12;735;13;2024;Spruce/fir
3182;36;15;742;10;2028;Spruce/fir
3175;40;15;750;3;2032;Spruce/fir
3165;60;9;769;-6;2042;Spruce/fir
3162;333;7;780;-9;2047;Spruce/fir
3168;320;12;792;-3;2053;Spruce/fir
3172;332;10;785;128;2060;Spruce/fir
3175;330;8;764;134;2067;Spruce/fir
3175;355;9;743;134;2074;Spruce/fir
3175;338;14;722;134;2081;Spruce/fir
3182;341;17;703;155;2089;Spruce/fir
3182;0;15;684;155;2098;Spruce/fir
3182;357;13;666;161;2106;Spruce/fir
3182;333;14;649;161;2116;Spruce/fir
3188;339;14;633;167;2125;Spruce/fir
3188;20;16;618;170;2135;Spruce/fir
3182;9;15;600;164;2145;Spruce/fir
3185;351;13;582;167;2156;Spruce/fir
3185;3;13;566;167;2167;Spruce/fir
3185;12;14;551;167;2178;Spruce/fir
3182;33;16;537;164;2190;Spruce/fir
3175;45;18;524;157;2202;Spruce/fir
3168;37;16;510;150;2215;Spruce/fir
3164;24;16;497;146;2227;Spruce/fir
3161;25;16;484;143;2241;Spruce/fir
3157;28;17;470;139;2254;Spruce/fir
3153;23;15;457;135;2268;Spruce/fir
3151;25;14;446;133;2282;Spruce/fir
3147;27;14;437;149;2296;Spruce/fir
3144;27;13;430;146;2311;Spruce/fir
3140;27;13;424;142;2326;Spruce/fir
3138;30;14;421;140;2341;Spruce/fir
3133;38;17;418;135;2356;Spruce/fir
3126;38;19;408;128;2372;Spruce/fir
3120;31;19;400;152;2388;Spruce/fir
3115;32;21;395;147;2405;Spruce/fir
3108;37;23;391;143;2421;Spruce/fir
3100;39;24;390;135;2438;Spruce/fir
3092;42;24;379;127;2455;Spruce/fir
3082;47;25;366;117;2473;Spruce/fir
3071;47;24;342;106;2490;Spruce/fir
3062;43;24;319;97;2502;Spruce/fir
3053;41;24;297;85;2505;Spruce/fir
3045;44;24;277;77;2508;Spruce/fir
3035;46;25;255;73;2512;Spruce/fir
3025;43;23;234;63;2516;Spruce/fir
3017;43;20;216;55;2520;Spruce/fir
3009;48;19;201;50;2525;Spruce/fir
3001;52;20;190;42;2530;Spruce/fir
2991;52;19;175;32;2536;Spruce/fir
2985;54;19;162;26;2542;Spruce/fir
2975;49;15;150;26;2548;Spruce/fir
2972;51;12;127;27;2554;Spruce/fir
2965;72;10;108;20;2561;Spruce/fir
2962;99;11;95;17;2568;Spruce/fir
2952;103;16;67;7;2576;Spruce/fir
2945;110;12;42;0;2584;Spruce/fir
2942;127;7;30;-2;2592;Spruce/fir
2939;180;4;0;0;2601;Spruce/fir
2942;239;10;30;0;2609;Spruce/fir
2949;215;8;42;10;2618;Spruce/fir
2955;193;10;30;3;2691;Spruce/fir
2952;180;11;0;0;2702;Spruce/fir
2955;203;14;0;0;2714;Spruce/fir
2959;208;18;30;-2;2726;Spruce/fir
2965;215;19;42;-2;2739;Spruce/fir
2972;214;18;67;0;2751;Spruce/fir
2975;195;14;95;0;2764;Spruce/fir
2975;191;12;124;-2;2777;Spruce/fir
2975;210;13;153;-9;2791;Spruce/fir
2982;203;12;182;-5;2804;Spruce/fir
2982;195;11;212;-12;2818;Spruce/fir
2985;216;14;242;-9;2832;Spruce/fir
2991;207;14;268;-9;2847;Spruce/fir
2991;180;12;295;-19;2862;Spruce/fir
2991;195;13;323;-16;2876;Spruce/fir
2995;191;13;350;-18;2892;Spruce/fir
2995;192;14;376;-25;2907;Spruce/fir
2998;189;13;390;76;2922;Spruce/fir
2995;197;13;395;73;2938;Spruce/fir
3001;201;15;400;82;2954;Spruce/fir
3001;161;14;408;82;2971;Spruce/fir
2998;161;12;418;76;2987;Spruce/fir
2998;199;12;430;76;3004;Spruce/fir
3001;205;13;437;82;3021;Spruce/fir
3004;219;13;446;85;3038;Lodgepole pine
3011;225;12;457;92;3055;Lodgepole pine
3014;215;9;470;92;3072;Lodgepole pine
3018;208;10;484;92;3090;Lodgepole pine
3018;192;10;499;92;3108;Lodgepole pine
3018;204;9;516;92;3126;Lodgepole pine
3021;220;11;534;95;3144;Lodgepole pine
3024;175;10;553;102;3163;Lodgepole pine
3021;151;12;573;105;3181;Lodgepole pine
3018;153;11;594;99;3200;Lodgepole pine
3014;198;8;612;95;3219;Lodgepole pine
3021;197;6;618;95;3238;Lodgepole pine
3018;159;6;626;92;3257;Lodgepole pine
3018;184;3;636;99;3277;Lodgepole pine
3018;93;14;646;99;3296;Lodgepole pine
2428;128;6;300;38;1019;Ponderosa pine
2423;120;10;330;33;1040;Ponderosa pine
2418;120;12;360;28;1061;Ponderosa pine
2412;124;13;390;22;1082;Ponderosa pine
2405;124;14;420;15;1104;Ponderosa pine
2398;129;15;424;154;1126;Ponderosa pine
2393;129;16;404;149;1149;Ponderosa pine
2384;114;14;384;140;1172;Ponderosa pine
2377;80;4;366;120;1195;Ponderosa pine
